,tail_num,manufacturer,model
3801,N993NN,BOEING,737-823
3802,N988AL,AIRBUS,A321-231
3803,N989AU,AIRBUS,A321-231
3804,N140AN,AIRBUS,A321-231
3805,N138AN,AIRBUS,A321-231
3806,N960AN,BOEING,737-823
3807,N804NN,BOEING,737-823
3808,N907AN,BOEING,737-823
3809,N9624T,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3810,N9617R,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3811,N882DN,BOEING,737-900ER
3812,N329PQ,BOMBARDIER INC,CL-600-2D24
3813,N341PQ,BOMBARDIER INC,CL-600-2D24
3814,N301PQ,BOMBARDIER INC,CL-600-2D24
3815,N745YX,EMBRAER S A,ERJ 170-200 LR
3816,N641RW,EMBRAER,ERJ 170-100 SE
3817,N70425,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3818,N912NN,BOEING,737-823
3819,N358PW,BOEING,737-800
3820,N9022G,AIRBUS,A319-115
3821,N8001N,AIRBUS,A319-115
3822,N133AN,AIRBUS,A321-231
3823,N128AN,AIRBUS,A321-231
3824,N121AN,AIRBUS,A321-231
3825,N131NN,AIRBUS,A321-231
3826,N927AN,BOEING,737-823
3827,N868NN,BOEING,737-823
3828,N810AN,BOEING,787-8
3829,N811AB,BOEING,787-8
3830,N805AN,BOEING,787-8
3831,N848NN,BOEING,737-823
3832,N959AN,BOEING,737-823
3833,N9012,AIRBUS,A319-115
3834,N308DN,AIRBUS,A321-211
3835,N546FF,BOMBARDIER INC,CL-600-2C10
3836,N512AE,BOMBARDIER INC,CL-600-2C10
3837,N511AE,BOMBARDIER INC,CL-600-2C10
3838,N215JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3839,N860RW,EMBRAER,ERJ 170-100 SE
3840,N739YX,EMBRAER S A,ERJ 170-200 LR
3841,N855RW,EMBRAER,ERJ 170-100 SE
3842,N733YX,EMBRAER S A,ERJ 170-200 LR
3843,N637RW,EMBRAER,ERJ 170-100 SE
3844,N809MD,EMBRAER,ERJ 170-100SU
3845,N137AA,AIRBUS,A321-231
3846,N150NN,AIRBUS,A321-231
3847,N166NN,AIRBUS,A321-231
3848,N944AN,BOEING,737-823
3849,N945AN,BOEING,737-823
3850,N987AN,BOEING,737-823
3851,N860NN,BOEING,737-823
3852,N934NN,BOEING,737-823
3853,N849NN,BOEING,737-823
3854,N852NN,BOEING,737-823
3855,N904NN,BOEING,737-823
3856,N803NN,BOEING,737-823
3857,N974AN,BOEING,737-823
3858,N875NN,BOEING,737-823
3859,N819AN,BOEING,787-8
3860,N7541A,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3861,N957AN,BOEING,737-823
3862,N247NN,EMBRAER,ERJ 170-200 LR
3863,N716PS,BOMBARDIER INC,CL-600-2C10
3864,N503AE,BOMBARDIER INC,CL-600-2C10
3865,N708PS,BOMBARDIER INC,CL-600-2C10
3866,N723PS,BOMBARDIER INC,CL-600-2C10
3867,N818MD,EMBRAER,ERJ 170-100SU
3868,N879RW,EMBRAER,ERJ 170-100 LR
3869,N204JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3870,N357PV,BOEING,737-800
3871,N925AN,BOEING,737-823
3872,N983AN,BOEING,737-823
3873,N141NN,AIRBUS,A321-231
3874,N164NN,AIRBUS,A321-231
3875,N9615W,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3876,N935NN,BOEING,737-823
3877,N923AN,BOEING,737-823
3878,N821NN,BOEING,737-823
3879,N303PQ,BOMBARDIER INC,CL-600-2D24
3880,N652RS,EMBRAER,EMB-145LR
3881,N228NN,EMBRAER S A,ERJ 170-200 LR
3882,N865RW,EMBRAER,ERJ 170-100 SE
3883,N987AM,AIRBUS,A321-231
3884,N991AU,AIRBUS,A321-231
3885,N950NN,BOEING,737-823
3886,N177AN,BOEING,757-223
3887,N197AN,BOEING,757-223
3888,N189AN,BOEING,757-223
3889,N187AN,BOEING,757-223
3890,N995AN,AIRBUS,A321-231
3891,N990AU,AIRBUS,A321-231
3892,N972TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3893,N894NN,BOEING,737-823
3894,N325PQ,BOMBARDIER INC,CL-600-2D24
3895,N326PQ,BOMBARDIER INC,CL-600-2D24
3896,N311PQ,BOMBARDIER INC,CL-600-2D24
3897,N337PQ,BOMBARDIER INC,CL-600-2D24
3898,N742YX,EMBRAER S A,ERJ 170-200 LR
3899,N942AN,BOEING,737-823
3900,N90024,AIRBUS,A319-115
3901,N9017P,AIRBUS,A319-115
3902,N8030F,AIRBUS,A319-115
3903,N126AN,AIRBUS,A321-231
3904,N9681B,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3905,N817AN,BOEING,787-8
3906,N813AN,BOEING,787-8
3907,N815AA,BOEING,787-8
3908,N815NN,BOEING,737-823
3909,N865NN,BOEING,737-823
3910,N889NN,BOEING,737-823
3911,N820AL,BOEING,787-9
3912,N927NN,BOEING,737-823
3913,N239NN,EMBRAER S A,ERJ 170-200 LR
3914,N255NN,EMBRAER S A,ERJ 170-200 LR
3915,N257NN,EMBRAER,ERJ 170-200 LR
3916,N836AE,EMBRAER,EMB-135KL
3917,N236NN,EMBRAER S A,ERJ 170-200 LR
3918,N518AE,BOMBARDIER INC,CL-600-2C10
3919,N720PS,BOMBARDIER INC,CL-600-2C10
3920,N513AE,BOMBARDIER INC,CL-600-2C10
3921,N810MD,EMBRAER,ERJ 170-100SU
3922,N825NN,BOEING,737-823
3923,N9023N,AIRBUS,A319-115
3924,N910AU,AIRBUS,A321-231
3925,N915AN,BOEING,737-823
3926,N355PU,BOEING,737-800
3927,N279PQ,BOMBARDIER INC,CL-600-2D24
3928,N646AE,EMBRAER,EMB-145LR
3929,N254NN,EMBRAER S A,ERJ 170-200 LR
3930,N964TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3931,N134AN,AIRBUS,A321-231
3932,N950AN,BOEING,737-823
3933,N933AM,AIRBUS,A321-231
3934,N304PQ,BOMBARDIER INC,CL-600-2D24
3935,N314PQ,BOMBARDIER INC,CL-600-2D24
3936,N9002U,AIRBUS,A319-115
3937,N132AN,AIRBUS,A321-231
3938,N808AN,BOEING,787-8
3939,N812AA,BOEING,787-8
3940,N259PS,BOMBARDIER INC,CL-600-2B19
3941,N824MD,EMBRAER,ERJ 170-100SU
3942,N932AM,AIRBUS,A321-231
3943,N7528A,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3944,N7548A,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3945,N812DN,BOEING,737-932ER
3946,N537EA,BOMBARDIER INC,CL-600-2C10
3947,N500AE,BOMBARDIER INC,CL-600-2C10
3948,N998AN,AIRBUS,A321-231
3949,N9018E,AIRBUS,A319-115
3950,N315PQ,BOMBARDIER INC,CL-600-2D24
3951,N656AE,EMBRAER,EMB-145LR
3952,N994AN,AIRBUS,A321-231
3953,N9629H,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3954,N331PQ,BOMBARDIER INC,CL-600-2D24
3955,N307PQ,BOMBARDIER INC,CL-600-2D24
3956,N9011P,AIRBUS,A319-115
3957,N9019F,AIRBUS,A319-115
3958,N816AA,BOEING,787-8
3959,N175AN,BOEING,757-223
3960,N514AE,BOMBARDIER INC,CL-600-2C10
3961,N242JS,BOMBARDIER INC,CL-600-2B19
3962,N838NN,BOEING,737-823
3963,N813DN,BOEING,737-932ER
3964,N698CB,EMBRAER,EMB-145LR
3965,N808AE,EMBRAER,EMB-135KL
3966,N502AE,BOMBARDIER INC,CL-600-2C10
3967,N706PS,BOMBARDIER INC,CL-600-2C10
3968,N188AN,BOEING,757-223
3969,N192AN,BOEING,757-223
3970,N144AN,AIRBUS,A321-231
3971,N766AN,BOEING,777-223
3972,N752US,AIRBUS INDUSTRIE,A319-112
3973,N9021H,AIRBUS,A319-115
3974,N9010R,AIRBUS,A319-115
3975,N9008U,AIRBUS,A319-115
3976,N9004F,AIRBUS,A319-115
3977,N120EE,AIRBUS INDUSTRIE,A321-231
3978,N123NN,AIRBUS,A321-231
3979,N9677W,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3980,N156AN,AIRBUS,A321-231
3981,N591NN,BOMBARDIER INC,CL-600-2D24
3982,N308PQ,BOMBARDIER INC,CL-600-2D24
3983,N691AA,BOEING,757-223
3984,N119NN,AIRBUS,A321-231
3985,N801AC,BOEING,787-8
3986,N804AN,BOEING,787-8
3987,N814AA,BOEING,787-8
3988,N898UA,AIRBUS,A319-132
3989,N897UA,AIRBUS,A319-132
3990,N235NN,EMBRAER S A,ERJ 170-200 LR
3991,N262NN,EMBRAER S A,ERJ 170-200 LR
3992,N830AE,EMBRAER,EMB-135KL
3993,N227NN,EMBRAER S A,ERJ 170-200 LR
3994,N221NN,EMBRAER S A,ERJ 170-200 LR
3995,N683NK,AIRBUS,A321-231
3996,N496CA,BOMBARDIER INC,CL-600-2B19
3997,N335PQ,BOMBARDIER INC,CL-600-2D24
3998,N306PQ,BOMBARDIER INC,CL-600-2D24
3999,N336PQ,BOMBARDIER INC,CL-600-2D24
4000,N900AE,EMBRAER,EMB-145LR
4001,N938AN,BOEING,737-823
4002,N9628W,MCDONNELL DOUGLAS,DC-9-83(MD-83)
4003,N798AN,BOEING,777-223
4004,N821AN,BOEING,787-9
4005,N772AN,BOEING,777-223
4006,N820AE,EMBRAER,EMB-135KL
4007,N650AE,EMBRAER,EMB-145LR
4008,N684NK,AIRBUS,A321-231
4009,N932AN,BOEING,737-823
4010,N692AA,BOEING,757-223
4011,N165NN,AIRBUS,A321-231
4012,N905AU,AIRBUS,A321-231
4013,N316PQ,BOMBARDIER INC,CL-600-2D24
4014,N70020,AIRBUS,A319-115
4015,N935AN,BOEING,737-823
4016,N809AE,EMBRAER,EMB-135KL
4017,N349AN,BOEING,767-323
4018,N185AN,BOEING,757-223
4019,N305PQ,BOMBARDIER INC,CL-600-2D24
4020,N924EV,BOMBARDIER INC,CL-600-2B19
4021,N4005X,AIRBUS,A319-115
4022,N468CA,BOMBARDIER INC,CL-600-2B19
4023,N980EV,BOMBARDIER INC,CL-600-2B19
4024,N787AL,BOEING,777-223
4025,N786AN,BOEING,777-223
4026,N344AN,BOEING,767-323
4027,N982TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
4028,N826AN,BOEING,787-9
4029,N800AN,BOEING,787-8
4030,N578NN,BOMBARDIER INC,CL-600-2D24
4031,N702PS,BOMBARDIER INC,CL-600-2C10
4032,N9015D,AIRBUS,A319-115
4033,N347AN,BOEING,767-323
4034,N827AN,BOEING,787-9
4035,N823AN,BOEING,787-9
4036,N921EV,BOMBARDIER INC,CL-600-2B19
4037,N399AN,BOEING,767-323
4038,N593NN,BOMBARDIER INC,CL-600-2D24
4039,N93003,AIRBUS,A319-115
4040,N4032T,AIRBUS,A319-115
4041,N393AN,BOEING,767-323
4042,N653NK,AIRBUS,A320-232
4043,N818AW,AIRBUS INDUSTRIE,A319-132
4044,N8027D,AIRBUS,A319-115
4045,N846AE,EMBRAER,EMB-135KL
4046,N829AN,BOEING,787-9
4047,N825AA,BOEING,787-9
4048,N183AN,BOEING,757-223
4049,N292AY,AIRBUS,A330-243
4050,N247JS,BOMBARDIER INC,CL-600-2B19
4051,N265SY,EMBRAER S A,ERJ 170-200 LL
4052,N262SY,EMBRAER S A,ERJ 170-200 LR
4053,N931EV,BOMBARDIER INC,CL-600-2B19
4054,N385AM,BOEING,767-323
4055,N348AN,BOEING,767-323
4056,N346AN,BOEING,767-323
4057,N899UA,AIRBUS,A319-132
4058,N654NK,AIRBUS,A320-232
4059,N263SY,EMBRAER S A,ERJ 170-200 LL
4060,N884DN,BOEING,737-900ER
4061,N4888U,AIRBUS,A319-132
4062,N687NK,AIRBUS,A321-231
4063,N719PS,BOMBARDIER INC,CL-600-2C10
4064,N267SY,EMBRAER S A,ERJ 170-200 LL
4065,N264SY,EMBRAER S A,ERJ 170-200 LL
4066,N854AS,BOMBARDIER INC,CL-600-2B19
4067,N857AS,BOMBARDIER INC,CL-600-2B19
4068,N324FR,AIRBUS,A320-251N
4069,N685NK,AIRBUS,A321-231
4070,N323FR,AIRBUS,A320-251N
4071,N328FR,AIRBUS,A320-251N
4072,N398AN,BOEING,767-323
4073,N285AK,BOEING,737-900ER
4074,N461SW,BOMBARDIER INC,CL-600-2B19
4075,N686NK,AIRBUS,A321-231
4076,N878AS,BOMBARDIER INC,CL-600-2B19
4077,N343AN,BOEING,767-323
4078,N392AN,BOEING,767-323
4079,N981EV,BOMBARDIER INC,CL-600-2B19
4080,N886DN,BOEING,737-900ER
4081,N318FR,AIRBUS,A320-251N
4082,N326FR,AIRBUS,A320-251N
4083,N322FR,AIRBUS,A320-251N
4084,N300PQ,BOMBARDIER INC,CL-600-2D24
4085,N287AK,BOEING,737-900ER
4086,N810AE,EMBRAER,EMB-135KL
4087,N381AN,BOEING,767-323
4088,N818DA,BOEING,737-932ER
4089,N877DN,BOEING,737-900ER
4090,N397AN,BOEING,767-323ER
4091,N567NN,BOMBARDIER INC,CL-600-2D24
4092,N396AN,BOEING,767-323
4093,N547NN,BOMBARDIER INC,CL-600-2D24
4094,N330FR,AIRBUS,A320-251N
4095,N927EV,BOMBARDIER INC,CL-600-2B19
4096,N269SY,EMBRAER S A,ERJ 170-200 LL
4097,N622AE,EMBRAER,EMB-145LR
4098,N4901U,AIRBUS,A320-232
4099,N273SY,EMBRAER S A,ERJ 170-200 LL
4100,N272SY,EMBRAER S A,ERJ 170-200 LL
4101,N268SY,EMBRAER S A,ERJ 170-200 LL
4102,N270SY,EMBRAER S A,ERJ 170-200 LR
4103,N274SY,EMBRAER S A,ERJ 170-200 LL
4104,N37502,BOEING,737-9
4105,N271SY,EMBRAER S A,ERJ 170-200 LR
4106,N987SW,BOMBARDIER INC,CL-600-2B19
4107,N2846U,BOEING,777-300ER
4108,N173AN,BOEING,757-223
4109,N334FR,AIRBUS,A320-251N
4110,N848AE,EMBRAER,EMB-135KL
4111,N5007E,AIRBUS,A319-115
4112,N775DE,BOEING,737-8EH
4113,N288AK,BOEING,737-900ER
4114,N275SY,EMBRAER S A,ERJ 170-200 LL
4115,N260JS,BOMBARDIER INC,CL-600-2B19
4116,N9029F,AIRBUS,A319-115
4117,N26960,BOEING,787-9
4118,N331FR,AIRBUS,A320-251N
4119,N394AN,BOEING,767-323
4120,N835AN,BOEING,787-9
4121,N9006,AIRBUS,A319-115
4122,N329FR,AIRBUS,A320-251N
4123,N595NN,BOMBARDIER INC,CL-600-2D24
4124,N395AN,BOEING,767-323
4125,N350AN,BOEING,767-323
4126,N807AE,EMBRAER,EMB-135KL
4127,N830AN,BOEING,787-9
4128,N47505,BOEING,737-9
4129,N277SY,EMBRAER S A,ERJ 170-200 LR
4130,N554NN,BOMBARDIER INC,CL-600-2D24
4131,N656NK,AIRBUS,A320-232
4132,N276SY,EMBRAER S A,ERJ 170-200 LL
4133,N279SY,EMBRAER S A,ERJ 170-200 LR
4134,N837AN,BOEING,787-9
4135,N572NN,BOMBARDIER INC,CL-600-2D24
4136,N336FR,AIRBUS,A320-251N
4137,N278SY,EMBRAER S A,ERJ 170-200 LL
4138,N843AE,EMBRAER,EMB-135KL
4139,N926VA,AIRBUS,A321-253N
4140,N927VA,AIRBUS,A321-253N
4141,N1902U,AIRBUS,A320-232
4142,N338FR,AIRBUS,A320-251N
4143,N290AK,BOEING,737-900ER
4144,N280SY,EMBRAER S A,ERJ 170-200 LL
4145,N655NK,AIRBUS,A320-232
4146,N765AN,BOEING,777-223
4147,N332FR,AIRBUS,A320-251N
4148,N9026C,AIRBUS,A319-115
4149,N326RP,BOEING,737-8
4150,N928VA,AIRBUS,A321-253N
4151,N801AE,EMBRAER,EMB-135KL
4152,N623AE,EMBRAER,EMB-145LR
4153,N616AE,EMBRAER,EMB-145LR
4154,N803AE,EMBRAER,EMB-135KL
4155,N865DN,BOEING,737-932ER
4156,N619AE,EMBRAER,EMB-145LR
4157,N549NN,BOMBARDIER INC,CL-600-2D24
4158,N245PS,BOMBARDIER INC,CL-600-2B19
4159,N287SY,EMBRAER S A,ERJ 170-200 LL
4160,N282SY,EMBRAER S A,ERJ 170-200 LL
4161,N283SY,EMBRAER S A,ERJ 170-200 LR
4162,N281SY,EMBRAER S A,ERJ 170-200 LL
4163,N284SY,EMBRAER S A,ERJ 170-200 LL
4164,N286SY,EMBRAER S A,ERJ 170-200 LL
4165,N260SY,EMBRAER S A,ERJ 170-200 LR
4166,N289SY,EMBRAER S A,ERJ 170-200 LL
4167,N285SY,EMBRAER S A,ERJ 170-200 LL
4168,N341FR,AIRBUS,A320-251N
4169,N794AN,BOEING,777-223
4170,N308RD,BOEING,737-8
4171,N250SY,EMBRAER S A,ERJ 170-200 LR
4172,N316RK,BOEING,737-8
4173,N324RN,BOEING,737-8
4174,N907DN,BOEING,737-900ER
4175,N288SY,EMBRAER S A,ERJ 170-200 LL
4176,N969JB,CIRRUS DESIGN CORP,SR22
4177,N37506,BOEING,737-9
4178,N256SY,EMBRAER S A,ERJ 170-200 LR
4179,N291SY,EMBRAER S A,ERJ 170-200 LL
4180,N618AE,EMBRAER,EMB-145LR
4181,N290SY,EMBRAER S A,ERJ 170-200 LL
4182,N924VA,AIRBUS,A321-253N
4183,N690NK,AIRBUS,A320-232
4184,N292AK,BOEING,737-900ER
4185,N781AN,BOEING,777-223
4186,N615AE,EMBRAER,EMB-145LR
4187,N686BR,BOMBARDIER INC,CL-600-2B19
4188,N860AS,BOMBARDIER INC,CL-600-2B19
4189,N293AK,BOEING,737-900ER
4190,N922VA,AIRBUS,A321-253N
4191,N767AJ,BOEING,777-223
4192,N871DN,BOEING,737-900ER
4193,N249PS,BOMBARDIER INC,CL-600-2B19
4194,N37504,BOEING,737-9
4195,N261SY,EMBRAER,ERJ 170-200 LR
4196,N57016,BOEING,777-224
4197,N2644U,BOEING,777-300ER
4198,N751AN,BOEING,777-223
4199,N243SY,EMBRAER S A,ERJ 170-200 LR
4200,N862DN,BOEING,737-932ER
4201,N779AN,BOEING,777-223
4202,N335FR,AIRBUS,A320-251N
4203,N612AE,EMBRAER,EMB-145
4204,N265NN,EMBRAER S A,ERJ 170-200 LR
4205,N611AE,EMBRAER,EMB-145
4206,N268NN,EMBRAER S A,ERJ 170-200 LR
4207,N292SY,EMBRAER S A,ERJ 170-200 LL
4208,N264NN,EMBRAER S A,ERJ 170-200 LR
4209,N12003,BOEING,787-10
4210,N266NN,EMBRAER S A,ERJ 170-200 LR
4211,N577NN,BOMBARDIER INC,CL-600-2D24
4212,N692NK,AIRBUS,A320-232
4213,N722FR,AIRBUS,A321-211
4214,N67501,BOEING,737-9
4215,N693NK,AIRBUS,A320-232
4216,N908NK,AIRBUS,A320-271N
4217,N856AS,BOMBARDIER INC,CL-600-2B19
4218,N613AE,EMBRAER,EMB-145
4219,N267NN,EMBRAER S A,ERJ 170-200 LR
4220,N501BG,BOMBARDIER INC,CL-600-2C10
4221,N294AK,BOEING,737-900ER
4222,N337FR,AIRBUS,A320-251N
4223,N339FR,AIRBUS,A320-251N
4224,N590NN,BOMBARDIER INC,CL-600-2D24
4225,N344FR,AIRBUS,A320-251N
4226,N37510,BOEING,737-9
4227,N694NK,AIRBUS,A320-232
4228,N9016,AIRBUS,A319-115
4229,N226JS,BOMBARDIER INC,CL-600-2B19
4230,N302DN,AIRBUS,A321-211
4231,N723FR,AIRBUS,A321-211
4232,N870DN,BOEING,737-900ER
4233,N216PS,BOMBARDIER INC,CL-600-2B19
4234,N248PS,BOMBARDIER INC,CL-600-2B19
4235,N718AN,BOEING,777-323ER
4236,N691NK,AIRBUS,A320-232
4237,N910NK,AIRBUS,A320-271N
4238,N723AN,BOEING,777-323ER
4239,N306RC,BOEING,737-8
4240,N853DN,BOEING,737-932ER
4241,N27503,BOEING,737-9
4242,N336RU,BOEING,737-8
4243,N524EA,GULFSTREAM AEROSPACE,GVI (G650ER)
4244,N771AN,BOEING,777-223
4245,N252SY,EMBRAER S A,ERJ 170-200 LR
4246,N564NN,BOMBARDIER INC,CL-600-2D24
4247,N800AE,EMBRAER,EMB-135KL
4248,N270NN,EMBRAER S A,ERJ 170-200 LR
4249,N606AE,EMBRAER,EMB-145LR
4250,N272NN,EMBRAER S A,ERJ 170-200 LR
4251,N981JT,AIRBUS,A321-231
4252,N271NN,EMBRAER S A,ERJ 170-200 LR
4253,N296AK,BOEING,737-900ER
4254,N273NN,EMBRAER S A,ERJ 170-200 LR
4255,N915NK,AIRBUS,A320-271N
4256,N695NK,AIRBUS,A320-232
4257,N328RR,BOEING,737-8
4258,N907NK,AIRBUS,A320-271N
4259,N587NN,BOMBARDIER INC,CL-600-2D24
4260,N912NK,AIRBUS,A320-271N
4261,N605KS,EMBRAER,EMB-145LR
4262,N778XF,AIRBUS,A319-112
4263,N303RE,BOEING,737-8
4264,N526JL,AIRBUS INDUSTRIE,A320-232
4265,N269NN,EMBRAER S A,ERJ 170-200 LR
4266,N531JL,AIRBUS INDUSTRIE,A320-232
4267,N323RM,BOEING,737-8
4268,N783AN,BOEING,777-223
4269,N913NK,AIRBUS,A320-271N
4270,N731AN,BOEING,777-323ER
4271,N552NN,BOMBARDIER INC,CL-600-2D24
4272,N571NN,BOMBARDIER INC,CL-600-2D24
4273,N27509,BOEING,737-9
4274,N841AN,BOEING,787-9
4275,N342FR,AIRBUS,A320-251N
4276,N14001,BOEING,787-10
4277,N544EA,BOMBARDIER INC,CL-600-2C10
4278,N349FR,AIRBUS,A320-251N
4279,N207PS,BOMBARDIER INC,CL-600-2B19
4280,N321RL,BOEING,737-8
4281,N330DX,AIRBUS,A321-211
4282,N78008,BOEING,777-224
4283,N77006,BOEING,777-224
4284,N78013,BOEING,777-224
4285,N298AK,BOEING,737-900ER
4286,N777AN,BOEING,777-223
4287,N610AE,EMBRAER,EMB-145
4288,N277NN,EMBRAER S A,ERJ 170-200 LR
4289,N78005,BOEING,777-224
4290,N861AS,BOMBARDIER INC,CL-600-2B19
4291,N696NK,AIRBUS,A320-232
4292,N401AN,AIRBUS,A321-253NX
4293,N607AE,EMBRAER,EMB-145
4294,N846DN,BOEING,737-932ER
4295,N275NN,EMBRAER S A,ERJ 170-200 LR
4296,N274NN,EMBRAER S A,ERJ 170-200 LR
4297,N350FR,AIRBUS,A320-251N
4298,N772XF,AIRBUS,A319-112
4299,N77022,BOEING,777-224
4300,N906NK,AIRBUS,A320-271N
4301,N377DE,BOEING,737-8EH
4302,N78002,BOEING,777-224
4303,N776DE,BOEING,737-8EH
4304,N902DN,BOEING,737-900ER
4305,N824AN,BOEING,787-9
4306,N840AN,BOEING,787-9
4307,N347FR,AIRBUS,A320-251N
4308,N79011,BOEING,777-224
4309,N77019,BOEING,777-224
4310,N78004,BOEING,777-224
4311,N916DU,BOEING,737-900ER
4312,N864DN,BOEING,737-932ER
4313,N78017,BOEING,777-224
4314,N346FR,AIRBUS,A320-251N
4315,N537JT,AIRBUS,A320-232
4316,N297AK,BOEING,737-900ER
4317,N74007,BOEING,777-224
4318,N400AN,AIRBUS,A321-253NX
4319,N278NN,EMBRAER S A,ERJ 170-200 LR
4320,N77014,BOEING,777-224
4321,N895DN,BOEING,737-900ER
4322,N856AE,EMBRAER,EMB-135KL
4323,N343FR,AIRBUS,A320-251N
4324,N924DZ,BOEING,737-900ER
4325,N27015,BOEING,777-224
4326,N911DQ,BOEING,737-900ER
4327,N873DN,BOEING,737-900ER
4328,N894DN,BOEING,737-900ER
4329,N508JL,AIRBUS INDUSTRIE,A320-232
4330,N69020,BOEING,777-224
4331,N78001,BOEING,777-224
4332,N910DU,BOEING,737-900ER
4333,N78003,BOEING,777-224
4334,N351FR,AIRBUS,A320-251N
4335,N344DN,AIRBUS,A321-211
4336,N8928A,BOMBARDIER INC,CL-600-2B19
4337,N280NN,EMBRAER S A,ERJ 170-200 LR
4338,N276NN,EMBRAER S A,ERJ 170-200 LR
4339,N188SY,EMBRAER S A,ERJ 170-200 LR
4340,N606UX,EMBRAER S A,ERJ 170-200 LL
4341,N607UX,EMBRAER S A,ERJ 170-200 LL
4342,N604UX,EMBRAER S A,ERJ 170-200 LL
4343,N179SY,EMBRAER S A,ERJ 170-200 LR
4344,N326DN,AIRBUS,A321-211
4345,N824AE,EMBRAER,EMB-135KL
4346,N822AE,EMBRAER,EMB-135KL
4347,N816AE,EMBRAER,EMB-135KL
4348,N813AE,EMBRAER,EMB-135KL
4349,N835AE,EMBRAER,EMB-135KL
4350,N176SY,EMBRAER S A,ERJ 170-200 LR
4351,N184SY,EMBRAER S A,ERJ 170-200 LR
4352,N383DZ,AIRBUS,A321-211
4353,N403SY,EMBRAER S A,ERJ 170-200 LR
4354,N605UX,EMBRAER S A,ERJ 170-200 LL
4355,N602UX,EMBRAER S A,ERJ 170-200 LL
4356,N603UX,EMBRAER S A,ERJ 170-200 LL
4357,N321DH,AIRBUS,A321-211
4358,N78009,BOEING,777-224
4359,N771XF,AIRBUS,A319-112
4360,N196SY,EMBRAER S A,ERJ 170-200 LR
4361,N352FR,AIRBUS SAS,A320-251N
4362,N354DN,AIRBUS,A321-211
4363,N116DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10
4364,N774XF,AIRBUS,A319-112
4365,N827AE,EMBRAER,EMB-135KL
4366,N404SY,EMBRAER S A,ERJ 170-200 LR
4367,N189SY,EMBRAER S A,ERJ 170-200 LR
4368,N191SY,EMBRAER S A,ERJ 170-200 LR
4369,N174SY,EMBRAER S A,ERJ 170-200 LR
4370,N838AE,EMBRAER,EMB-135KL
4371,N328DN,AIRBUS,A321-211
4372,N317DN,AIRBUS,A321-211
4373,N215AK,BOEING,737-900ER
4374,N187SY,EMBRAER S A,ERJ 170-200 LR
4375,N316DN,AIRBUS,A321-211
4376,N353DN,AIRBUS,A321-211
4377,N823AE,EMBRAER,EMB-135KL
4378,N834AE,EMBRAER,EMB-135KL
4379,N195SY,EMBRAER S A,ERJ 170-200 LR
4380,N170SY,EMBRAER S A,ERJ 170-200 LR
4381,N841AE,EMBRAER,EMB-135KL
4382,N343DN,AIRBUS,A321-211
4383,N601UX,EMBRAER S A,ERJ 170-200 LL
4384,N335DN,AIRBUS,A321-211
4385,N374DX,AIRBUS,A321-211
4386,N310DN,AIRBUS,A321-211
4387,N182SY,EMBRAER S A,ERJ 170-200 LR
4388,N400SY,EMBRAER S A,ERJ 170-200 LR
4389,N301DV,AIRBUS,A321-211
4390,N817AE,EMBRAER,EMB-135KL
4391,N362DN,AIRBUS,A321-211
4392,N402AN,AIRBUS,A321-253NX
4393,N303DN,AIRBUS,A321-211
4394,N192SY,EMBRAER S A,ERJ 170-200 LR
4395,N825AE,EMBRAER,EMB-135KL
4396,N178SY,EMBRAER S A,ERJ 170-200 LR
4397,N198SY,EMBRAER S A,ERJ 170-200 LR
4398,N341DN,AIRBUS,A321-211
4399,N774DE,BOEING,737-8EH
4400,N199SY,EMBRAER S A,ERJ 170-200 LR
4401,N319DN,AIRBUS,A321-211
4402,N805AE,EMBRAER,EMB-135KL
4403,N754AN,BOEING,777-223
4404,N37018,BOEING,777-224
4405,N402SY,EMBRAER S A,ERJ 170-200 LR
4406,N340DN,AIRBUS,A321-211
4407,N109DU,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10
4408,N336DX,AIRBUS,A321-211
4409,N185SY,EMBRAER,ERJ 170-200 LR
4410,N353FR,AIRBUS,A320-251N
4411,N760AN,BOEING,777-223
4412,N214AK,BOEING,737-900ER
4413,N857AE,EMBRAER,EMB-135KL
4414,N173SY,EMBRAER S A,ERJ 170-200 LR
4415,N611UX,EMBRAER S A,ERJ 170-200 LL
4416,N610UX,EMBRAER S A,ERJ 170-200 LL
