,tail_num,manufacturer,model
4417,N612UX,EMBRAER S A,ERJ 170-200 LL
4418,N609UX,EMBRAER S A,ERJ 170-200 LL
4419,N282NN,EMBRAER S A,ERJ 170-200 LR
4420,N281NN,EMBRAER S A,ERJ 170-200 LR
4421,N283NN,EMBRAER S A,ERJ 170-200 LR
4422,N279MQ,EMBRAER S A,ERJ 170-200 LR
4423,N852AE,EMBRAER,EMB-135KL
4424,N849AE,EMBRAER,EMB-135KL
4425,N837AE,EMBRAER,EMB-135KL
4426,N858AE,EMBRAER,EMB-135KL
4427,N306DN,AIRBUS,A321-211
4428,N367DN,AIRBUS,A321-211
4429,N778AN,BOEING,777-223
4430,N177XF,AIRBUS,A319-112
4431,N608UX,EMBRAER S A,ERJ 170-200 LL
4432,N404AN,AIRBUS,A321-253NX
4433,N826AE,EMBRAER,EMB-135KL
4434,N507JT,AIRBUS INDUSTRIE,A320-232
4435,N360DN,AIRBUS,A321-211
4436,N368DN,AIRBUS,A321-211
4437,N818AE,EMBRAER,EMB-135KL
4438,N354FR,AIRBUS,A320-251N
4439,N325DN,AIRBUS,A321-211
4440,N356FR,AIRBUS,A320-251N
4441,N358FR,AIRBUS,A320-251N
4442,N307DX,AIRBUS,A321-211
4443,N369DN,AIRBUS,A321-211
4444,N347DN,AIRBUS,A321-211
4445,N821AE,EMBRAER,EMB-135KL
4446,N348FR,AIRBUS,A320-251N
4447,N394DX,AIRBUS,A321-211
4448,N527JL,AIRBUS INDUSTRIE,A320-232
4449,N878DN,BOEING,737-900ER
4450,N804AE,EMBRAER,EMB-135KL
4451,N387DN,AIRBUS,A321-211
4452,N819AE,EMBRAER,EMB-135KL
4453,N240JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
4454,N613UX,EMBRAER S A,ERJ 170-200 LL
4455,N615UX,EMBRAER S A,ERJ 170-200 LL
4456,N614UX,EMBRAER S A,ERJ 170-200 LL
4457,N850AE,EMBRAER,EMB-135KL
4458,N286NN,EMBRAER S A,ERJ 170-200 LR
4459,N284JN,EMBRAER S A,ERJ 170-200 LR
4460,N845AE,EMBRAER,EMB-135KL
4461,N876UA,AIRBUS,A319-132
4462,N360FR,AIRBUS,A320-251N
4463,N918NK,AIRBUS,A320-271N
4464,N917NK,AIRBUS,A320-271N
4465,N916NK,AIRBUS,A320-271N
4466,N776XF,AIRBUS,A319-112
4467,N405AN,AIRBUS,A321-253NX
4468,N285NN,EMBRAER S A,ERJ 170-200 LR
4469,N243JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
4470,N235JQ,EMBRAER,ERJ 170-200 LR
4471,N313DN,AIRBUS,A321-211
4472,N616UX,EMBRAER S A,ERJ 170-200 LL
4473,N359DN,AIRBUS,A321-211
4474,N908DN,BOEING,737-900ER
4475,N359FR,AIRBUS,A320-251N
4476,N346DN,AIRBUS,A321-211
4477,N329DN,AIRBUS,A321-211
4478,N806AE,EMBRAER,EMB-135KL
4479,N921NK,AIRBUS,A320-271N
4480,N363DN,AIRBUS,A321-211
4481,N381DZ,AIRBUS,A321-211
4482,N323DN,AIRBUS,A321-211
4483,N331DN,AIRBUS,A321-211
4484,N379DN,AIRBUS,A321-211
4485,N314DN,AIRBUS,A321-211
4486,N352DN,AIRBUS,A321-211
4487,N223JS,BOMBARDIER INC,CL-600-2B19
4488,N821MD,EMBRAER,ERJ 170-100 LR
4489,N773XF,AIRBUS,A319-112
4490,N337DN,AIRBUS,A321-211
4491,N339DN,AIRBUS,A321-211
4492,N363FR,AIRBUS,A320-251N
4493,N380DN,AIRBUS,A321-211
4494,N877UA,AIRBUS,A319-132
4495,N377DN,AIRBUS,A321-211
4496,N698NK,AIRBUS,A320-232
4497,N373DX,AIRBUS,A321-211
4498,N372DN,AIRBUS,A321-211
4499,N361FR,AIRBUS,A320-251N
4500,N239JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
4501,N351DN,AIRBUS,A321-211
4502,N686UA,BOEING,767-3CB
4503,N370DN,AIRBUS,A321-211
4504,N403AN,AIRBUS,A321-253NX
4505,N871UA,AIRBUS,A319-132
4506,N385DZ,AIRBUS,A321-211
4507,N324DX,AIRBUS,A321-211
4508,N384DN,AIRBUS,A321-211
4509,N872DN,BOEING,737-900ER
4510,N406AN,AIRBUS,A321-253NX
4511,N358DN,AIRBUS,A321-211
