,tail_num,manufacturer,model
3911,N752US,AIRBUS INDUSTRIE,A319-112
3912,N193AN,BOEING,757-223
3913,N343AN,BOEING,767-323
3914,N3733Z,BOEING,737-832
3915,N209UA,BOEING,777-222
3916,N984TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3917,N983TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3918,N394AN,BOEING,767-323
3919,N392AN,BOEING,767-323
3920,N437SW,BOMBARDIER INC,CL-600-2B19
3921,N396AN,BOEING,767-323
3922,N835AN,BOEING,787-9
3923,N8828D,BOMBARDIER INC,CL-600-2B19
3924,N530EA,BOMBARDIER INC,CL-600-2C10
3925,N344AN,BOEING,767-323
3926,N295PQ,BOMBARDIER INC,CL-600-2D24
3927,N813AW,AIRBUS INDUSTRIE,A319-132
3928,N397AN,BOEING,767-323ER
3929,N965TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3930,N595NN,BOMBARDIER INC,CL-600-2D24
3931,N970TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3932,N395AN,BOEING,767-323
3933,N12028,AIRBUS,A319-115
3934,N807AE,EMBRAER,EMB-135KL
3935,N9629H,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3936,N384DA,BOEING,737-832
3937,N830AN,BOEING,787-9
3938,N592UA,GATES LEARJET CORP.,35A
3939,N26906,BOEING,787-8
3940,N27901,BOEING,787-8
3941,N45905,BOEING,787-8
3942,N827AY,BOMBARDIER INC,CL-600-2B19
3943,N8980A,BOMBARDIER INC,CL-600-2B19
3944,N615AA,BEECH,65-A90
3945,N687DL,BOEING,757-232
3946,N612QX,BOMBARDIER INC,CL-600-2C10
3947,N783CA,BOMBARDIER INC,CL-600-2B19
3948,N8477R,BOMBARDIER INC,CL-600-2B19
3949,N800AY,BOMBARDIER INC,CL-600-2B19
3950,N8986B,BOMBARDIER INC,CL-600-2B19
3951,N688DL,BOEING,757-232
3952,N6708D,BOEING,757-232
3953,N538AS,BOEING,737-890
3954,N781CA,BOMBARDIER INC,CL-600-2B19
3955,N454SW,BOMBARDIER INC,CL-600-2B19
3956,N835AY,BOMBARDIER INC,CL-600-2B19
3957,N832AY,BOMBARDIER INC,CL-600-2B19
3958,N8721B,BOMBARDIER INC,CL-600-2B19
3959,N8751D,BOMBARDIER INC,CL-600-2B19
3960,N8505Q,BOMBARDIER INC,CL-600-2B19
3961,N8475B,BOMBARDIER INC,CL-600-2B19
3962,N546UA,BOEING,757-222
3963,N958UW,EMBRAER,ERJ 190-100 IGW
3964,N8506C,BOMBARDIER INC,CL-600-2B19
3965,N8501F,BOMBARDIER INC,CL-600-2B19
3966,N8488D,BOMBARDIER INC,CL-600-2B19
3967,N913EV,BOMBARDIER INC,CL-600-2B19
3968,N112AA,AERO COMMANDER,500-B
3969,N119AA,AGUSTA SPA,A119
3970,N111AA,BEECH,F90
3971,N917AA,DRLIK ROMUALD,FALCON 2
3972,N977AA,BEECH,C90
3973,N507AA,WOBIG WAYNE R,FALCON-XP
3974,N883AA,PILATUS AIRCRAFT LTD,PC-12/47E
3975,N895AA,DJI,PHANTOM 3 PROFESSION
3976,N998AA,DJI,MAVIC 2 PRO
3977,N197AA,BELL,206B
3978,N973AA,SHORT BROS,SD3-60
3979,N920AA,PARTENAVIA S.P.A.,P68B
3980,N173AA,CESSNA,550
3981,N182AA,BELL,206B
3982,N380DA,BOEING,737-832
3983,N993AA,ASTRAEUS AERIAL LLC,V.3CS
3984,N199AA,BEECH,K35
3985,N980AA,SIKORSKY,EH-60A
3986,N193AA,MITSUBISHI,MU-2B-60
3987,N191AA,BEECH,K35
3988,N189AA,BEECH,K35
3989,N195AA,PIPER,PA-31T
3990,N153AA,AVIAT AIRCRAFT INC,A-1B
3991,N185AA,CESSNA,185D
3992,N927AA,DASSAULT AVIATION,FALCON 2000
3993,N669AA,BOEING,757-223
3994,N660AA,PIPER,PA-28-181
3995,N151AA,TAGUE LARRY,PIONEER 200
3996,N971AA,CESSNA,150G
3997,N715AA,GULFSTREAM AEROSPACE,GV-SP (G550)
3998,N919AA,ANTARES,M-33
3999,N915AA,CESSNA,152
4000,N885AA,EXTRA FLUGZEUGBAU GMBH,EA-400
4001,N986AA,SIKORSKY,EH-60A
4002,N662AA,BOEING,757-223
4003,N991AA,CESSNA,402C
4004,N150AA,GRUMMAN AMERICAN AVN. CORP,AA-1A
4005,N562AA,YUNEEC INTERNATIONAL CO LTD,Q500 TYPHOON
4006,N536AA,AMERICAN AIRCRAFT INC,FALCON XP
4007,N105AA,CESSNA,R182
4008,N652AA,BOEING,757-223
4009,N187AA,DASSAULT AVIATION,FALCON 2000
4010,N970AA,SHORT BROS,SD-360-300
4011,N180AA,CESSNA,180J
4012,N117AA,CANADAIR LTD,CL-600-2B16
4013,N877AA,TEXTRON AVIATION INC,172S
4014,N171AA,CESSNA,510
4015,N192AA,BEECH,K35
4016,N722AA,CESSNA,172M
4017,N155AA,SIKORSKY,EH-60A
4018,N108AA,COURTNEY GERALD L,ANTARES MA 32
4019,N972AA,SHORT BROS,SD3-60
4020,N188AA,BEECH,35-C33
4021,N156AA,AVIAT AIRCRAFT INC,A-1B
4022,N975AA,AERO COMMANDER,500 S
4023,N989AA,CESSNA,401A
4024,N121AA,AIR TRACTOR INC,AT-602
4025,N992AA,ASTRAEUS AERIAL LLC,V.3CS
4026,N974AA,SHORT BROS,SD3-60
4027,N109AA,AVIAT AIRCRAFT INC,A-1B
4028,N181AA,DJI,PHANTOM 3 PROFESSION
4029,N167AA,GULFSTREAM AEROSPACE,G-IV
4030,N510AA,CESSNA,210N
4031,N103AA,AVIAT AIRCRAFT INC,A-1B
4032,N868DN,BOEING,737-900ER
4033,N172AA,CESSNA,180
4034,N708AA,BOEING,727-223
4035,N995AA,ASTRAEUS AERIAL LLC,V.3CS
4036,N987AA,CIRRUS DESIGN CORP,SR22
4037,N994AA,ASTRAEUS AERIAL LLC,V.3CS
4038,N704AA,CESSNA,150M
4039,N732AA,RAYTHEON CORPORATE JETS INC,BAE 125-800A
4040,N713AA,GULFSTREAM AEROSPACE,GIV-X (G450)
4041,N668AA,BOEING,757-223
4042,N770AA,BEECH,A36
4043,N805DN,BOEING,737-932ER
4044,N76065,BOEING,767-424ER
4045,N838DN,BOEING,737-932ER
4046,N559AS,BOEING,737-890
4047,N381DN,BOEING,737-832
4048,N834DN,BOEING,737-932ER
4049,N801DZ,BOEING,737-932ER
4050,N831DN,BOEING,737-932ER
4051,N810DN,BOEING,737-932ER
4052,N804DN,BOEING,737-932ER
4053,N839DN,BOEING,737-932ER
4054,N347NW,AIRBUS INDUSTRIE,A320-212
4055,N386DA,BOEING,737-832
4056,N823DN,BOEING,737-932ER
4057,N614QX,BOMBARDIER INC,CL-600-2C10
4058,N255SY,EMBRAER S A,ERJ 170-200 LR
4059,N957JB,AIRBUS,A321-231
4060,N647AA,GRAHAM JERRY,FALCON-XP
4061,N930AA,BEECH,A36
4062,N371NW,AIRBUS INDUSTRIE,A320-212
4063,N204UA,BOEING,777-222
4064,N122AA,ROBINSON HELICOPTER COMPANY,R44 II
4065,N803AA,AIR TRACTOR INC,AT-802A
4066,N701AA,SMITH ROLAND W,ZENITH CH 701
4067,N658AA,BOEING,757-223
4068,N661AA,ROBERT D WHITE,AIRCAM
4069,N663AA,CESSNA,402C
4070,N804JB,AIRBUS,A320-232
4071,N604AA,BOEING,757-223
4072,N2135U,BOEING,777-300ER
4073,N8982A,BOMBARDIER INC,CL-600-2B19
4074,N8914A,BOMBARDIER INC,CL-600-2B19
4075,N910EV,BOMBARDIER INC,CL-600-2B19
4076,N8758D,BOMBARDIER INC,CL-600-2B19
4077,N6702,BOEING,757-232
4078,N8747B,BOMBARDIER INC,CL-600-2B19
4079,N8541D,BOMBARDIER INC,CL-600-2B19
4080,N449SW,BOMBARDIER INC,CL-600-2B19
4081,N8888D,BOMBARDIER INC,CL-600-2B19
4082,N76055,BOEING,767-424ER
4083,N595UA,BOEING,757-222
4084,N66057,BOEING,767-424ER
4085,N705TW,BOEING,757-231
4086,N917EV,BOMBARDIER INC,CL-600-2B19
4087,N257SY,EMBRAER S A,ERJ 170-200 LR
4088,N923EV,BOMBARDIER INC,CL-600-2B19
4089,N2639U,BOEING,777-300ER
4090,N247SY,EMBRAER S A,ERJ 170-200 LR
4091,N251SY,EMBRAER S A,ERJ 170-200 LR
4092,N910AA,CESSNA,172S
4093,N909AA,CESSNA,401
4094,N259SY,EMBRAER S A,ERJ 170-200 LR
4095,N254SY,EMBRAER S A,ERJ 170-200 LR
4096,N241SY,EMBRAER S A,ERJ 170-200 LR
4097,N258SY,EMBRAER S A,ERJ 170-200 LR
4098,N905AA,BEECH,58TC
4099,N244SY,EMBRAER S A,ERJ 170-200 LR
4100,N246SY,EMBRAER S A,ERJ 170-200 LR
4101,N710AA,BOMBARDIER INC,BD-100-1A10
4102,N102AA,AVIAT AIRCRAFT INC,A-1B
4103,N983JB,CESSNA,340A
4104,N253SY,EMBRAER S A,ERJ 170-200 LR
4105,N242SY,EMBRAER S A,ERJ 170-200 LR
4106,N908NK,AIRBUS,A320-271N
4107,N288SY,EMBRAER S A,ERJ 170-200 LL
4108,N276SY,EMBRAER S A,ERJ 170-200 LL
4109,N287SY,EMBRAER S A,ERJ 170-200 LL
4110,N854AE,EMBRAER,EMB-135KL
4111,N844AE,EMBRAER,EMB-135KL
4112,N774DE,BOEING,737-8EH
4113,N796AN,BOEING,777-223
4114,N78009,BOEING,777-224
4115,N183SY,EMBRAER S A,ERJ 170-200 LR
4116,N364DX,AIRBUS,A321-211
4117,N77012,BOEING,777-224
4118,N78002,BOEING,777-224
4119,N307PQ,BOMBARDIER INC,CL-600-2D24
4120,N508JL,AIRBUS INDUSTRIE,A320-232
4121,N176SY,EMBRAER S A,ERJ 170-200 LR
4122,N283SY,EMBRAER S A,ERJ 170-200 LR
4123,N344FR,AIRBUS,A320-251N
4124,N77006,BOEING,777-224
4125,N37018,BOEING,777-224
4126,N868AS,BOMBARDIER INC,CL-600-2B19
4127,N377DE,BOEING,737-8EH
4128,N330DX,AIRBUS,A321-211
4129,N77022,BOEING,777-224
4130,N856AE,EMBRAER,EMB-135KL
4131,N507JT,AIRBUS INDUSTRIE,A320-232
4132,N170SY,EMBRAER S A,ERJ 170-200 LR
4133,N374DX,AIRBUS,A321-211
4134,N185SY,EMBRAER,ERJ 170-200 LR
4135,N79011,BOEING,777-224
4136,N319PQ,BOMBARDIER INC,CL-600-2D24
4137,N279SY,EMBRAER S A,ERJ 170-200 LR
4138,N291SY,EMBRAER S A,ERJ 170-200 LL
4139,N324PQ,BOMBARDIER INC,CL-600-2D24
4140,N928VA,AIRBUS,A321-253N
4141,N77014,BOEING,777-224
4142,N326FR,AIRBUS,A320-251N
4143,N820AY,BOMBARDIER INC,CL-600-2B19
4144,N173SY,EMBRAER S A,ERJ 170-200 LR
4145,N357DN,AIRBUS,A321-211
4146,N353DN,AIRBUS,A321-211
4147,N101DU,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10
4148,N193SY,EMBRAER S A,ERJ 170-200 LR
4149,N787AL,BOEING,777-223
4150,N379DN,AIRBUS,A321-211
4151,N292SY,EMBRAER S A,ERJ 170-200 LL
4152,N69020,BOEING,777-224
4153,N286SY,EMBRAER S A,ERJ 170-200 LL
4154,N332DN,AIRBUS,A321-211
4155,N537JT,AIRBUS,A320-232
4156,N817AE,EMBRAER,EMB-135KL
4157,N537US,BOEING,757-251
4158,N824AE,EMBRAER,EMB-135KL
4159,N175SY,EMBRAER S A,ERJ 170-200 LR
4160,N2747U,BOEING,777-300ER
4161,N2142U,BOEING,777-300ER
4162,N277SY,EMBRAER S A,ERJ 170-200 LR
4163,N179SY,EMBRAER S A,ERJ 170-200 LR
4164,N919DU,BOEING,737-900ER
4165,N351FR,AIRBUS,A320-251N
4166,N76021,BOEING,777-224
4167,N820AE,EMBRAER,EMB-135KL
4168,N78005,BOEING,777-224
4169,N723AN,BOEING,777-323ER
4170,N400SY,EMBRAER S A,ERJ 170-200 LR
4171,N74007,BOEING,777-224
4172,N8783E,BOMBARDIER INC,CL-600-2B19
4173,N256SY,EMBRAER S A,ERJ 170-200 LR
4174,N78004,BOEING,777-224
4175,N280SY,EMBRAER S A,ERJ 170-200 LL
4176,N277NN,EMBRAER S A,ERJ 170-200 LR
4177,N78013,BOEING,777-224
4178,N841AE,EMBRAER,EMB-135KL
4179,N857AE,EMBRAER,EMB-135KL
4180,N845AE,EMBRAER,EMB-135KL
4181,N76010,BOEING,777-224
4182,N782AN,BOEING,777-223
4183,N192SY,EMBRAER S A,ERJ 170-200 LR
4184,N401AN,AIRBUS,A321-253NX
4185,N359DN,AIRBUS,A321-211
4186,N910NK,AIRBUS,A320-271N
4187,N833AE,EMBRAER,EMB-135KL
4188,N191SY,EMBRAER S A,ERJ 170-200 LR
4189,N78008,BOEING,777-224
4190,N388DA,BOEING,737-832
4191,N199SY,EMBRAER S A,ERJ 170-200 LR
4192,N921VA,AIRBUS,A321-253N
4193,N197SY,EMBRAER S A,ERJ 170-200 LR
4194,N290SY,EMBRAER S A,ERJ 170-200 LL
4195,N840AE,EMBRAER,EMB-135KL
4196,N194SY,EMBRAER S A,ERJ 170-200 LR
4197,N812DN,BOEING,737-932ER
4198,N343NW,AIRBUS INDUSTRIE,A320-212
4199,N867DN,BOEING,737-900ER
4200,N941AA,SIKORSKY,UH-60A
4201,N737AA,CESSNA,172N
4202,N764AA,CESSNA,172M
4203,N650DL,BOEING,757-232
4204,N6715C,BOEING,757-232
4205,N6712B,BOEING,757-232
4206,N692DL,BOEING,757-232
4207,N649DL,BOEING,757-232
4208,N675DL,BOEING,757-232
4209,N635DL,BOEING,757-232
4210,N6716C,BOEING,757-232
4211,N807JB,AIRBUS,A320-232
4212,N809CA,BOMBARDIER INC,CL-600-2B19
4213,N539US,BOEING,757-251
4214,N549US,BOEING,757-251
4215,N440US,BOEING,737-4B7
4216,N981JT,AIRBUS,A321-231
4217,N296AK,BOEING,737-900ER
4218,N587NN,BOMBARDIER INC,CL-600-2D24
4219,N278SY,EMBRAER S A,ERJ 170-200 LL
4220,N281SY,EMBRAER S A,ERJ 170-200 LL
4221,N282SY,EMBRAER S A,ERJ 170-200 LL
4222,N328RR,BOEING,737-8
4223,N289SY,EMBRAER S A,ERJ 170-200 LL
4224,N285SY,EMBRAER S A,ERJ 170-200 LL
4225,N341FR,AIRBUS,A320-251N
4226,N284SY,EMBRAER S A,ERJ 170-200 LL
4227,N303RE,BOEING,737-8
4228,N398AN,BOEING,767-323
4229,N922VA,AIRBUS,A321-253N
4230,N501BG,BOMBARDIER INC,CL-600-2C10
4231,N524EA,GULFSTREAM AEROSPACE CORP,GVI(G650ER)
4232,N323RM,BOEING,737-8
4233,N838AA,BOEING,787-9
4234,N783AN,BOEING,777-223
4235,N923VA,AIRBUS,A321-253N
4236,N552NN,BOMBARDIER INC,CL-600-2D24
4237,N571NN,BOMBARDIER INC,CL-600-2D24
4238,N9016,AIRBUS,A319-115
4239,N2737U,BOEING,777-300ER
4240,N27509,BOEING,737-9
4241,N731AN,BOEING,777-323ER
4242,N808AE,EMBRAER,EMB-135KL
4243,N544EA,BOMBARDIER INC,CL-600-2C10
4244,N14001,BOEING,787-10
4245,N926VA,AIRBUS,A321-253N
4246,N597UA,BOEING,757-222
4247,N2333U,BOEING,777-300ER
4248,N207PS,BOMBARDIER INC,CL-600-2B19
4249,N321RL,BOEING,737-8
4250,N980JB,DJI,INSPIRE 2
4251,N923JB,AIRBUS INDUSTRIE,A321-231
4252,N2243U,BOEING,777-300ER
4253,N665AA,BOEING,757-223
4254,N26967,BOEING,787-9
4255,N2140U,BOEING,777-300ER
4256,N2341U,BOEING,777-300ER
4257,N832AA,BOEING,787-9
4258,N804AA,AIR TRACTOR INC,AT-802
4259,N827AA,DASSAULT/SUD,FAN JET FALCON
4260,N705AA,BOEING,727-200
4261,N840AA,CESSNA,560
4262,N3747D,BOEING,737-832
4263,N806DN,BOEING,737-932ER
4264,N245PS,BOMBARDIER INC,CL-600-2B19
4265,N260SY,EMBRAER S A,ERJ 170-200 LR
4266,N192AN,BOEING,757-223
4267,N308RD,BOEING,737-8
4268,N316RK,BOEING,737-8
4269,N9626F,MCDONNELL DOUGLAS,DC-9-83(MD-83)
4270,N324RN,BOEING,737-8
4271,N907DN,BOEING,737-900ER
4272,N549NN,BOMBARDIER INC,CL-600-2D24
4273,N794AN,BOEING,777-223
4274,N250SY,EMBRAER S A,ERJ 170-200 LR
4275,N866DN,BOEING,737-900ER
4276,N865DN,BOEING,737-932ER
4277,N781AN,BOEING,777-223
4278,N9617R,MCDONNELL DOUGLAS,DC-9-83(MD-83)
4279,N924VA,AIRBUS,A321-253N
4280,N969JB,CIRRUS DESIGN CORP,SR22
4281,N885DN,BOEING,737-900ER
4282,N37506,BOEING,737-9
4283,N980TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
4284,N877DN,BOEING,737-900ER
4285,N767AJ,BOEING,777-223
4286,N871DN,BOEING,737-900ER
4287,N249PS,BOMBARDIER INC,CL-600-2B19
4288,N37504,BOEING,737-9
4289,N925VA,AIRBUS,A321-253N
4290,N860DN,BOEING,737-932ER
4291,N261SY,EMBRAER,ERJ 170-200 LR
4292,N57016,BOEING,777-224
4293,N751AN,BOEING,777-223
4294,N578NN,BOMBARDIER INC,CL-600-2D24
4295,N2644U,BOEING,777-300ER
4296,N243SY,EMBRAER S A,ERJ 170-200 LR
4297,N862DN,BOEING,737-932ER
4298,N8974C,BOMBARDIER INC,CL-600-2B19
4299,N779AN,BOEING,777-223
4300,N803DN,BOEING,737-932ER
4301,N912EV,BOMBARDIER INC,CL-600-2B19
4302,N849DN,BOEING,737-932ER
4303,N819DN,BOEING,737-932ER
4304,N821DN,BOEING,737-932ER
4305,N825DN,BOEING,737-932ER
4306,N833DN,BOEING,737-932ER
4307,N457SW,BOMBARDIER INC,CL-600-2B19
4308,N76054,BOEING,767-424ER
4309,N852DN,BOEING,737-932ER
4310,N910AW,BOEING,757-2G7
4311,N815DN,BOEING,737-932ER
4312,N506CA,BOMBARDIER INC,CL-600-2B19
4313,N548US,BOEING,757-251
4314,N315DN,AIRBUS,A321-211
4315,N302DN,AIRBUS,A321-211
4316,N440SW,BOMBARDIER INC,CL-600-2B19
4317,N882AS,BOMBARDIER INC,CL-600-2B19
4318,N886AS,BOMBARDIER INC,CL-600-2B19
4319,N938AA,SIKORSKY,UH-60A
4320,N303DN,AIRBUS,A321-211
4321,N905JB,AIRBUS INDUSTRIE,A321-231
4322,N2138U,BOEING,777-300ER
4323,N805AA,CESSNA,172S
4324,N510UA,BOEING,757-222
4325,N15527,EMBRAER,EMB-135LR
4326,N171UA,BOEING,747-422
4327,N354DN,AIRBUS,A321-211
4328,N300PQ,BOMBARDIER INC,CL-600-2D24
4329,N801AE,EMBRAER,EMB-135KL
4330,N821AE,EMBRAER,EMB-135KL
4331,N822AE,EMBRAER,EMB-135KL
4332,N816AE,EMBRAER,EMB-135KL
4333,N381DZ,AIRBUS,A321-211
4334,N837AN,BOEING,787-9
4335,N818AE,EMBRAER,EMB-135KL
4336,N363DN,AIRBUS,A321-211
4337,N837AE,EMBRAER,EMB-135KL
4338,N853AE,EMBRAER,EMB-135KL
4339,N27015,BOEING,777-224
4340,N344DN,AIRBUS,A321-211
4341,N341DN,AIRBUS,A321-211
4342,N318DX,AIRBUS,A321-211
4343,N838AE,EMBRAER,EMB-135KL
4344,N343DN,AIRBUS,A321-211
4345,N350DN,AIRBUS,A321-211
4346,N842AE,EMBRAER,EMB-135KL
4347,N313DN,AIRBUS,A321-211
4348,N78003,BOEING,777-224
4349,N380DN,AIRBUS,A321-211
4350,N927VA,AIRBUS,A321-253N
4351,N846AE,EMBRAER,EMB-135KL
4352,N804AE,EMBRAER,EMB-135KL
4353,N772AN,BOEING,777-223
4354,N822DX,BOEING,757-26D
4355,N600NN,BOMBARDIER INC,CL-600-2D24
4356,N350RV,BOEING,737-8
4357,N47512,BOEING,737-9
4358,N37510,BOEING,737-9
4359,N67501,BOEING,737-9
4360,N341RW,BOEING,737-8
4361,N696DL,BOEING,757-232
4362,N47505,BOEING,737-9
4363,N554NN,BOMBARDIER INC,CL-600-2D24
4364,N572NN,BOMBARDIER INC,CL-600-2D24
4365,N765AN,BOEING,777-223
4366,N964TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
4367,N326RP,BOEING,737-8
4368,N77066,BOEING,767-424ER
4369,N819AE,EMBRAER,EMB-135KL
4370,N825AE,EMBRAER,EMB-135KL
4371,N827AE,EMBRAER,EMB-135KL
4372,N823AE,EMBRAER,EMB-135KL
4373,N836AE,EMBRAER,EMB-135KL
4374,N834AE,EMBRAER,EMB-135KL
4375,N536US,BOEING,757-251
4376,N805AE,EMBRAER,EMB-135KL
4377,N815MD,EMBRAER,ERJ 170-100SU
4378,N360FR,AIRBUS,A320-251N
4379,N407AN,AIRBUS,A321-253NX
4380,N785AN,BOEING,777-223
4381,N544US,BOEING,757-251
4382,N400AN,AIRBUS,A321-253NX
4383,N809MD,EMBRAER,ERJ 170-100SU
4384,N821MD,EMBRAER,ERJ 170-100 LR
4385,N724AN,BOEING,777-323ER
4386,N868RW,EMBRAER,ERJ 170-100SU
4387,N850AE,EMBRAER,EMB-135KL
4388,N758AN,BOEING,777-223
4389,N721AA,CESSNA,172K
4390,N822AA,DASSAULT/SUD,FAN JET FALCON
4391,N709AA,GULFSTREAM AEROSPACE,G-V
4392,N750AA,RICHARD DOUGLAS KLUGOW,Z750
4393,N76062,BOEING,767-424ER
4394,N648AE,EMBRAER,EMB-145LR
4395,N647AE,EMBRAER,EMB-145LR
4396,N907AE,EMBRAER,EMB-145LR
4397,N496CA,BOMBARDIER INC,CL-600-2B19
4398,N9405T,MCDONNELL DOUGLAS,DC-9-83(MD-83)
4399,N798AN,BOEING,777-223
4400,N809AE,EMBRAER,EMB-135KL
4401,N822AN,BOEING,787-9
4402,N699AE,EMBRAER,EMB-145LR
4403,N468CA,BOMBARDIER INC,CL-600-2B19
4404,N555AN,MCDONNELL DOUGLAS,DC-9-82(MD-82)
4405,N921EV,BOMBARDIER INC,CL-600-2B19
4406,N593NN,BOMBARDIER INC,CL-600-2D24
4407,N7528A,MCDONNELL DOUGLAS,DC-9-82(MD-82)
4408,N292AY,AIRBUS,A330-243
4409,N247JS,BOMBARDIER INC,CL-600-2B19
4410,N8718E,BOMBARDIER INC,CL-600-2B19
4411,N623AS,PHOENIX AIR SRO,U-15 PHOENIX
4412,N826AY,BOMBARDIER INC,CL-600-2B19
4413,N667DN,BOEING,757-232
4414,N873AS,BOMBARDIER INC,CL-600-2B19
4415,N916EV,BOMBARDIER INC,CL-600-2B19
4416,N812AY,BOMBARDIER INC,CL-600-2B19
4417,N8745B,BOMBARDIER INC,CL-600-2B19
4418,N589UA,BOEING,757-222
4419,N841AS,BOMBARDIER INC,CL-600-2B19
4420,N8808H,BOMBARDIER INC,CL-600-2B19
4421,N8696C,BOMBARDIER INC,CL-600-2B19
4422,N8964E,BOMBARDIER INC,CL-600-2B19
4423,N27965,BOEING,787-9
4424,N340DN,AIRBUS,A321-211
4425,N405AN,AIRBUS,A321-253NX
4426,N285NN,EMBRAER S A,ERJ 170-200 LR
4427,N307DX,AIRBUS,A321-211
4428,N908DN,BOEING,737-900ER
4429,N359FR,AIRBUS,A320-251N
4430,N346DN,AIRBUS,A321-211
4431,N766AN,BOEING,777-223
4432,N323DN,AIRBUS,A321-211
4433,N363FR,AIRBUS,A320-251N
4434,N373DX,AIRBUS,A321-211
4435,N372DN,AIRBUS,A321-211
4436,N370DN,AIRBUS,A321-211
4437,N316DN,AIRBUS,A321-211
4438,N403AN,AIRBUS,A321-253NX
4439,N385DZ,AIRBUS,A321-211
4440,N384DN,AIRBUS,A321-211
4441,N872DN,BOEING,737-900ER
4442,N406AN,AIRBUS,A321-253NX
4443,N325DN,AIRBUS,A321-211
4444,N358DN,AIRBUS,A321-211
4445,N906AE,EMBRAER,EMB-145LR
4446,N651AE,EMBRAER,EMB-145LR
4447,N858DZ,BOEING,737-932ER
4448,N886DN,BOEING,737-900ER
4449,N876DN,BOEING,737-900ER
4450,N857DZ,BOEING,737-932ER
4451,N881DN,BOEING,737-900ER
4452,N887DN,BOEING,737-900ER
4453,N864DN,BOEING,737-932ER
4454,N889DN,BOEING,737-900ER
4455,N586NN,BOMBARDIER INC,CL-600-2D24
4456,N856DN,BOEING,737-932ER
4457,N8733G,BOMBARDIER INC,CL-600-2B19
4458,N829AY,BOMBARDIER INC,CL-600-2B19
4459,N8458A,BOMBARDIER INC,CL-600-2B19
4460,N518UA,BOEING,757-222
4461,N452SW,BOMBARDIER INC,CL-600-2B19
4462,N724AA,RAYTHEON AIRCRAFT COMPANY,B200
4463,N702AA,SOCATA,TBM 700
4464,N757AA,CESSNA,152
4465,N768AA,BOEING,777-223
4466,N505UA,BOEING,757-222
4467,N672AA,BOEING,757-223
4468,N305DN,AIRBUS,A321-211
4469,N695DL,BOEING,757-232
4470,N362DN,AIRBUS,A321-211
4471,N362FR,AIRBUS,A320-251N
4472,N756AM,BOEING,777-223
4473,N849AE,EMBRAER,EMB-135KL
4474,N378DN,AIRBUS,A321-211
4475,N296SY,EMBRAER S A,ERJ 170-200 LR
4476,N792AN,BOEING,777-223
4477,N321DH,AIRBUS,A321-211
4478,N293SY,EMBRAER S A,ERJ 170-200 LR
4479,N922NK,AIRBUS,A320-271N
4480,N125DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10
4481,N638AE,EMBRAER,EMB-145LR
4482,N690AE,EMBRAER,EMB-145LR
4483,N643AE,EMBRAER,EMB-145LR
4484,N525AE,BOMBARDIER INC,CL-600-2C10
4485,N882DN,BOEING,737-900ER
4486,N259PS,BOMBARDIER INC,CL-600-2B19
4487,N242JS,BOMBARDIER INC,CL-600-2B19
4488,N591NN,BOMBARDIER INC,CL-600-2D24
4489,N11526,EMBRAER,EMB-135LR
4490,N805AY,BOMBARDIER INC,CL-600-2B19
4491,N458UW,BOEING,737-4B7
4492,N441US,BOEING,737-4B7
4493,N420US,BOEING,737-401
4494,N438US,BOEING,737-4B7
4495,N699DL,BOEING,757-232
4496,N37507,BOEING,737-9
4497,N584NN,BOMBARDIER INC,CL-600-2D24
4498,N220PS,BOMBARDIER INC,CL-600-2B19
4499,N588NN,BOMBARDIER INC,CL-600-2D24
4500,N253PS,BOMBARDIER INC,CL-600-2B19
4501,N324RA,BOEING,737-8
4502,N753AN,BOEING,777-223
4503,N306DN,AIRBUS,A321-211
4504,N778AN,BOEING,777-223
4505,N347DN,AIRBUS,A321-211
4506,N878DN,BOEING,737-900ER
4507,N745AA,PIPER,PA-32-300
4508,N29907,BOEING,787-8
4509,N685DA,BOEING,757-232
4510,N906SW,BOMBARDIER INC,CL-600-2B19
4511,N563NN,BOMBARDIER INC,CL-600-2D24
4512,N2331U,BOEING,777-300ER
4513,N961JB,DIAMOND AIRCRAFT IND GMBH,DA 42
4514,N717AA,CIRRUS DESIGN CORP,SR22T
4515,N855DN,BOEING,737-932ER
4516,N2534U,BOEING,777-300ER
4517,N188SY,EMBRAER S A,ERJ 170-200 LR
4518,N184SY,EMBRAER S A,ERJ 170-200 LR
4519,N403SY,EMBRAER S A,ERJ 170-200 LR
4520,N196SY,EMBRAER S A,ERJ 170-200 LR
4521,N116DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10
4522,N404SY,EMBRAER S A,ERJ 170-200 LR
4523,N189SY,EMBRAER S A,ERJ 170-200 LR
4524,N174SY,EMBRAER S A,ERJ 170-200 LR
4525,N328DN,AIRBUS,A321-211
4526,N187SY,EMBRAER S A,ERJ 170-200 LR
